央视频道,#genre#
北京卫视,http://61.178.227.57:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s41/index.m3u8?time=1749227137&sign=ea5bcf63d1a1e8ae634f83b70186337f
北京卫视,http://198980.xyz:8888/rtp/239.49.8.141:6000

天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws
天津卫视,http://61.178.227.57:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://k.061899.xyz/m.php?id=tjws 
天津卫视,http://198980.xyz:8888/rtp/239.49.8.148:6000

辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
辽宁卫视,http://61.178.227.57:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://go.bkpcp.top/mg/lnws$咪咕源
辽宁卫视,http://198980.xyz:8888/rtp/239.49.8.48:8000

山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
山东卫视,http://61.178.227.57:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://go.bkpcp.top/mg/sdws$咪咕源
山东卫视,http://198980.xyz:8888/rtp/239.49.8.146:6000

黑龙江卫视,http://t.061899.xyz/tl/tl.php?id=hljws
黑龙江卫视,http://61.178.227.57:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://k.061899.xyz/m.php?id=hljws
黑龙江卫视,http://198980.xyz:8888/rtp/239.49.8.144:6000

深圳卫视,http://t.061899.xyz/tl/tl.php?id=szws
深圳卫视,http://61.178.227.57:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://k.061899.xyz/m.php?id=szws 
深圳卫视,http://198980.xyz:8888/rtp/239.49.8.145:6000

湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
湖北卫视,http://61.178.227.57:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://go.bkpcp.top/mg/hubws$咪咕源
湖北卫视,http://198980.xyz:8888/rtp/239.49.8.147:6000

河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
河北卫视,http://61.178.227.57:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://k.061899.xyz/m.php?id=hbws 
河北卫视,http://198980.xyz:8888/rtp/239.49.8.114:8000

贵州卫视,http://t.061899.xyz/tl/tl.php?id=gzws
贵州卫视,http://61.178.227.57:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://go.bkpcp.top/mg/gzws$咪咕源
贵州卫视,http://198980.xyz:8888/rtp/239.49.8.49:8000

东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
东南卫视,http://61.178.227.57:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://go.bkpcp.top/mg/dnws$咪咕源
东南卫视,http://198980.xyz:8888/rtp/239.49.8.112:8000

广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
广东卫视,http://61.178.227.57:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://go.bkpcp.top/mg/gdws$咪咕源
广东卫视,http://198980.xyz:8888/rtp/239.49.8.143:6000

青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
青海卫视,http://61.178.227.57:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://go.bkpcp.top/mg/qhws$咪咕源
青海卫视,http://198980.xyz:8888/rtp/239.49.0.81:8000

西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
西藏卫视,http://61.178.227.57:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://go.bkpcp.top/mg/xzws$咪咕源
西藏卫视,http://198980.xyz:8888/rtp/239.49.1.56:8000

内蒙古卫视,http://t.061899.xyz/tl/tl.php?id=nmgws
内蒙古卫视,http://106.115.24.3:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://go.bkpcp.top/mg/nmws$咪咕源
内蒙古卫视,http://119.91.7.169:2026/ysws.php?id=内蒙古卫视

新疆卫视,http://go.bkpcp.top/mg/xjws
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
新疆卫视,http://go.bkpcp.top/mg/xjws$咪咕源
新疆卫视,http://198980.xyz:8888/rtp/239.49.1.57:8000

兵团卫视,http://go.bkpcp.top/mg/btws
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
兵团卫视,http://61.178.227.57:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://198980.xyz:8888/rtp/239.49.1.58:8000

甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws
甘肃卫视,http://61.178.227.57:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://go.bkpcp.top/mg/gsws$咪咕源
甘肃卫视,http://198980.xyz:8888/rtp://239.49.0.250:8000

宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws
宁夏卫视,http://106.115.24.3:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://go.bkpcp.top/mg/nxws$咪咕源
宁夏卫视,http://198980.xyz:8888/rtp://239.49.1.60:8000

广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
广西卫视,http://106.115.24.3:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://go.bkpcp.top/mg/gxws$咪咕源
广西卫视,http://198980.xyz:8888/rtp/239.49.8.10:8000

四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
四川卫视,http://61.178.227.57:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://go.bkpcp.top/mg/scws$咪咕源
四川卫视,http://198980.xyz:8888/rtp/239.49.8.110:8000

东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
东方卫视,http://61.178.227.57:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://go.bkpcp.top/mg/dfws$咪咕源
东方卫视,http://198980.xyz:8888/rtp/239.49.8.140:6000

吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
吉林卫视,http://61.178.227.57:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://go.bkpcp.top/mg/jlws$咪咕源
吉林卫视,http://198980.xyz:8888/rtp/239.49.8.113:8000

江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
江西卫视,http://61.178.227.57:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://go.bkpcp.top/mg/jxws$咪咕源
江西卫视,http://198980.xyz:8888/rtp/239.49.8.111:8000

河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws
河南卫视,http://61.178.227.57:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://go.bkpcp.top/mg/hnws$咪咕源
河南卫视,http://198980.xyz:8888/rtp/239.49.8.29:8000

重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
重庆卫视,http://61.178.227.57:9901/tsfile/live/0142_2.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://59.188.94.126:35455/bptv/10000100000000050000000004796458.m3u8
重庆卫视,http://198980.xyz:8888/rtp/239.49.8.149:6000

云南卫视,http://go.bkpcp.top/mg/ynws
云南卫视,http://61.178.227.57:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://go.bkpcp.top/mg/ynws$咪咕源
云南卫视,http://198980.xyz:8888/rtp/239.49.0.177:8000

海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
海南卫视,
海南卫视,http://go.bkpcp.top/mg/hinws$咪咕源
海南卫视,http://198980.xyz:8888/rtp/239.49.8.83:8000

山西卫视,http://t.061899.xyz/tl/tl.php?id=sxiws
山西卫视,http://61.178.227.57:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://ds.shixd.cn:5957/udp/239.49.0.67:8528
山西卫视,http://198980.xyz:8888/rtp/239.49.1.55:8000

陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
陕西卫视,http://61.178.227.57:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://go.bkpcp.top/mg/sxws$咪咕源
陕西卫视,http://119.91.7.169:2026/ysws.php?id=陕西卫视

三沙卫视,http://198980.xyz:8888/rtp/239.49.0.167:8000
三沙卫视,http://117.43.156.34:54321/bst/ssws2d5m@2500000.m3u8
三沙卫视,http://123.112.247.10:5555/rtp/239.3.1.155:4120
三沙卫视,http://117.64.102.133:4022/rtp/238.1.78.27:6144

大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
大湾区卫视,http://tvbox6.icu/tv/dwqws.m3u8
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视
大湾区卫视,http://go.bkpcp.top/mg/dwqws



湖南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226698/1.m3u8$广东移动内网
浙江卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226690/1.m3u8$广东移动内网
江苏卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226692/1.m3u8$广东移动内网
东方卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226734/1.m3u8$广东移动内网
北京卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226719/1.m3u8$广东移动内网
安徽卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226655/1.m3u8$广东移动内网
四川卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226659/1.m3u8$广东移动内网
甘肃卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226662/1.m3u8$广东移动内网
河北卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226665/1.m3u8$广东移动内网
河南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226668/1.m3u8$广东移动内网
东南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226670/1.m3u8$广东移动内网
吉林卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226671/1.m3u8$广东移动内网
贵州卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226672/1.m3u8$广东移动内网
重庆卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226680/1.m3u8$广东移动内网
海南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226679/1.m3u8$广东移动内网
海南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226683/1.m3u8$广东移动内网
广东卫视,http://39.134.65.208/PLTV/88888888/224/3221225966/main.m3u8$广东移动内网
广西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226681/1.m3u8$广东移动内网
江西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226682/1.m3u8$广东移动内网
河北卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226684/1.m3u8$广东移动内网
天津卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226686/1.m3u8$广东移动内网
内蒙古卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226685/1.m3u8$广东移动内网
河南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226687/1.m3u8$广东移动内网
深圳卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226688/1.m3u8$广东移动内网
宁夏卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226691/1.m3u8$广东移动内网
辽宁卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226689/1.m3u8$广东移动内网
山东卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226693/1.m3u8$广东移动内网
青海卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226696/1.m3u8$广东移动内网
四川卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226697/1.m3u8$广东移动内网
湖北卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226713/1.m3u8$广东移动内网
新疆卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226700/1.m3u8$广东移动内网
兵团卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226661/1.m3u8$广东移动内网
山西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226704/1.m3u8$广东移动内网
云南卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226709/1.m3u8$广东移动内网
西藏卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226710/1.m3u8$广东移动内网
陕西卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226707/1.m3u8$广东移动内网
黑龙江卫视,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226716/1.m3u8$广东移动内网
潮汕频道,#genre#

汕头小公园,https://gctxyc.liveplay.myqcloud.com/gc/bsszjs_1_md.m3u8#https://gctxyc.liveplay.myqcloud.com:443/gc/bsszjs_1/index.m3u8?contentid=2820180516001#https://gctxyc.liveplay.myqcloud.com:443/gc/bsszjs_1_md.m3u8

汕头1,http://115.29.208.41:34567/gd.php?id=st1
汕头1,http://pr.19760929.xyz:9688/rtp/239.253.43.45:5146
汕头1,http://125.92.140.39:4022/rtp/239.253.43.45:5146

汕头2,http://115.29.208.41:34567/gd.php?id=st2
汕头2,http://pr.19760929.xyz:9688/rtp/239.253.43.46:5146
汕头2,http://125.92.140.39:4022/rtp/239.253.43.46:5146

汕头3,http://219.128.40.204:4022/udp/239.77.1.132:5146
汕头3,http://27.41.248.30:801/hls/502/index.m3u8

汕头1HD,http://www.3344.uk:8888/udp/239.253.43.45:5146
汕头2HD,http://www.3344.uk:8888/udp/239.253.43.46:5146
汕头3HD,http://61.145.188.90:5000/tsfile/live/1003_1.m3u8?key=txiptv

汕头1HD,http://183.10.180.41:202/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
汕头2HD,http://183.10.180.41:202/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&down=1
汕头3HD,http://113.65.9.205:4013/udp/239.253.43.46:5146

汕头1HD,http://183.10.180.105:202/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
汕头2HD,http://183.10.180.105:202/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&down=1
汕头3HD,http://113.86.204.79:9999/udp/239.253.43.47:5146

电信

汕头1电信,http://gdjydx.sohu.blog:1698/hls/5/index.m3u8
汕头1电信,http://183.10.180.56:202/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
汕头2电信,http://gdjydx.sohu.blog:1698/hls/6/index.m3u8
汕头2电信,http://183.10.180.56:202/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&down=1
汕头3电信,
汕头3电信,
8


汕头1电信,http://113.103.52.15:11111/rtp/239.253.43.45:5146
汕头2电信,http://113.103.52.15:11111/rtp/239.253.43.46:5146
汕头3电信,http://113.103.253.123:2000/udp/239.253.43.47:5146?$江门电信组播


揭阳综合,http://www.3344.uk:8888/udp/239.77.0.229:5146

揭阳生活,http://www.3344.uk:8888/udp/239.77.0.251:5146
揭阳综合,http://183.10.180.108:202/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1

揭阳生活,http://183.10.180.110:202/tsfile/live/1141_1.m3u8?key=txiptv&playlive=1&down=1
潮州综合,http://115.29.208.41:34567/gd.php?id=1224
潮州民生,http://www.3344.uk:8888/udp/239.253.43.75:5146
惠来综合,http://115.29.208.41:34567/gd.php?id=hlzh


潮州民生,http://183.7.18.9:8081/rtp/239.253.43.75:5146
梅州综合,http://115.29.208.41:34567/gd.php?id=2401
梅州综合,http://dl.lck.xyz:4000/udp/239.253.43.123:5146
梅州综合,http://php.jdshipin.com:8880/chudian.php?id=mzzh

凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw

凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx

凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8

TVB星河台,http://rihou.cc:555/tv/[Pd]无线星河

华丽翡翠台,http://rihou.cc:555/tv/[Pd]无线华丽

翡翠台,http://rihou.cc:555/tv/[Pd]无线翡翠

千禧经典台,http://rihou.cc:555/tv/[Pd]无线明珠

星空卫视,http://111.221.137.234:44330/tsfile/live/0112_2.m3u8?key=txiptv&playlive=0&authid=0

搅珠,#genre#



賽馬專綫,http://bxtv.3a.ink/api.php?id=tvbp

香港有綫18台(國语),http://154.12.94.110:1000/xp.php?id=9

香港搅珠,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
香港搅珠,https://vdm6-ali.gdtuohang.com/live/h6-2.flv

香港搅珠频道,https://vdm6-ali.gdtuohang.com/live/h6-2.flv
香港搅珠频道,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv

香港21:30四九,rtmp://ccc.jihbcr.com/live/kkk

香港21:30一七,https://ccc.puufvum.com/live/629.m3u8

新澳21:30三三,https://play666.macau-lhc.live/live/mosixmark.flv
老澳21:30三三,https://vdm6-ali.oujinghb.com/live/2032-2.flv
新澳21:30四九,https://play888.00853lhc.live/live/mosixmark.flv?t=1710336821937
新澳21:30官方,https://play888.00853lhc.live/live/mosixmark.flv
老澳21:32彩家,https://vdm6-hw.qunleniuniu.com/live/2032-2.flv
老澳21:32播放,https://vdm6-ali.kavimmensucat.com/live/2032-2.flv
老澳21:32开始,https://vdm6-ali.kavimmensucat.com/live/2032-2.flv

老澳21:32官方,https://vdm6-ali.oujinghb.com/live/2032-2.flv



广东频道,#genre#

广东珠江,http://171.38.107.33:8282/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://www.3344.uk:8888/rtp/239.77.0.1:5146
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8

广东体育,http://171.38.107.33:8282/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://rihou.cc:555/tv/[At|]广东体育
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
广东体育,http://www.3344.uk:8888/rtp/239.77.0.112:5146

